scenario_id,scenario_type,cas_usage,step,context,intent,patient_dit,ia_repond,keywords,skip_step_if_motif_detected,action_attendue,valide,remarques,parent_id,type_patient,canal,condition_metier,variantes,,,,,,,,,,
ADMIN_horaires_cabinet_1,scenario_principal,Demande administrative,0,Demande d’horaires du cabinet,info_horaires_cabinet,Quels sont les horaires du cabinet ?,"Le cabinet est ouvert du lundi au vendredi, de 8h30 à 19h30. Puis-je vous aider pour autre chose ?","horaires,cabinet,ouverture,heures,ouvert,fermé",false,donner_horaires_cabinet,admin_demande,inconnu,,Utiliser la configuration horaires_ouverture,téléphone,Utiliser `horaires_ouverture` depuis config.,horaires cabinet | horaires consultation | quand êtes-vous ouverts,,,,,,,,,,
ADMIN_adresse_cabinet_1,scenario_principal,Demande administrative,0,Demande d’adresse,info_adresse,Quelle est l’adresse exacte du cabinet ?,Notre adresse est 224 avenue du Prado 13008 Marseille. Souhaitez-vous un rendez-vous ?,"adresse,localisation,venir,où,rue",false,donner_adresse,admin_demande,inconnu,,Utiliser adresse_cabinet,téléphone,Utiliser `adresse_cabinet` depuis config.,où êtes-vous situé | adresse | localisation,,,,,,,,,,
ADMIN_itineraire_1,scenario_principal,Demande administrative,0,Demande d’itinéraire,info_itineraire,Comment venir en transport ou en voiture ?,Nous sommes au 224 avenue du Prado 13008 Marseille. Stationnement et transports à proximité. Souhaitez-vous un rendez-vous ?,"itinéraire,venir,transport,voiture,stationnement,bus,métro,parking",false,donner_indications_breves,admin_demande,inconnu,,Réponse courte sans liste,téléphone,Utiliser `parking_info` si disponible dans config.,comment venir | accès | stationnement | transport,,,,,,,,,,
ADMIN_contact_1,scenario_principal,Demande administrative,0,Demande de contact,info_contact,Avez-vous un email ou un numéro ?,Vous pouvez nous joindre au +33491776044 ou par email à kanoun.riima@gmail.com.,"contact,téléphone,email,joindre,mail,numéro",false,donner_coordonnees,admin_demande,inconnu,,Utiliser telephone_cabinet et email_cabinet,téléphone,Utiliser `telephone_cabinet` et `email_cabinet` depuis config.,numéro de téléphone | email | comment vous joindre,,,,,,,,,,
ADMIN_paiement_1,scenario_principal,Demande administrative,0,Demande moyens de paiement,info_moyens_paiement,Quels moyens de paiement acceptez-vous ?,"Nous acceptons CB, chèque et espèces.","paiement,cb,chèque,espèces,carte,payer",false,donner_moyens_paiement,admin_demande,inconnu,,Utiliser mode_paiement_acceptes,téléphone,Utiliser `mode_paiement_acceptes` depuis config.,moyens de paiement | carte bancaire | chèque | espèces,,,,,,,,,,
ADMIN_rdv_en_ligne_1,scenario_principal,Demande administrative,0,Prise de RDV en ligne,info_rdv_en_ligne,Puis-je prendre rendez-vous en ligne ?,"Oui, vous pouvez passer par Doctolib. Souhaitez-vous que je regarde une date ?","rdv en ligne,doctolib,internet,site,web",false,orienter_plateforme_en_ligne,admin_demande,inconnu,,Utiliser prise_rdv_en_ligne et plateforme_rdv,téléphone,Utiliser `prise_rdv_en_ligne` et `plateforme_rdv` depuis config.,rdv en ligne | doctolib | prendre rdv sur internet,,,,,,,,,,
ADMIN_envoi_radios_1,scenario_principal,Demande administrative,0,Envoi de radios,info_envoi_radios,Où puis-je envoyer mes radios ?,Vous pouvez les envoyer à sebban.vartanyan@gmail.com.,"radios,envoyer radios,images,mail,transmettre",false,donner_adresse_envoi_radios,admin_demande,inconnu,,Répondre uniquement si envoi_radios=true,téléphone,Activer si `envoi_radios=true` dans config.,envoyer radios | adresse envoi | email radios,,,,,,,,,,
ADMIN_delais_secretaire_1,scenario_principal,Demande administrative,0,Délai de rappel secrétariat,info_delais_rappel,Quand allez-vous me rappeler ?,Le secrétariat rappelle sur ses horaires (9h–18h) généralement sous 24 h ouvrées.,"rappel,délai,secrétariat,attente,quand",false,donner_delais_rappel,admin_demande,inconnu,,Utiliser horaires_secretaire,téléphone,Utiliser `horaires_secretaire` pour calculer délai.,quand rappelez-vous | délai rappel | quand me rappelez-vous,,,,,,,,,,
RDV_pref_jour_1,scenario_principal,RDV patient existant,4,Préférence de jour/partie de journée,rdv_pref_creneau,Je préfère mardi matin.,"Très bien, je regarde un créneau mardi matin et je vous propose le premier disponible.","préférence,mardi,matin,après-midi,jour,lundi,mercredi,jeudi,vendredi",false,filtrer_creneaux_par_jour,existant,téléphone,Jour et/ou partie de journée détectés.,mardi matin | jeudi après-midi | préférence vendredi,,,,,,,,,,,,,
RDV_praticien_indispo_1,scenario_principal,RDV patient existant,3,Praticien souhaité indisponible,rdv_praticien_indisponible,Je voudrais le Dr X mais il n’est pas dispo.,Le Dr X n’a pas de disponibilité proche. Souhaitez-vous voir un autre praticien plus rapidement ?,"praticien indisponible,remplacement,alternative,pas dispo,indisponible,n’a pas de disponibilité,autre,quelqu'un d'autre",false,proposer_autre_praticien,existant,téléphone,Praticien demandé indisponible; autres praticiens disponibles.,praticien indisponible | pas de dispo avec ce docteur | autre praticien,,,,,,,,,,,,,
RDV_samedi_soir_hors_horaires_1,scenario_principal,RDV patient existant,4,Demande hors horaires,rdv_hors_horaires,Avez-vous samedi soir ?," ""Le cabinet est fermé à ces horaires. Je peux vous proposer le prochain créneau disponible en semaine.""","samedi,soir,hors horaires,après 19h,19h,weekend,dimanche",false,proposer_alternative_horaire,existant,téléphone,Utiliser `horaires_ouverture` pour valider.,samedi | après 19h | hors horaires | dimanche,,,,,,,,,,,,,
RDV_double_duree_1,scenario_principal,RDV patient existant,4,Besoin de créneau long,rdv_long,Je voudrais un détartrage et parler d’un soin.,Je vous propose un créneau un peu plus long adapté.,"double durée,long,deux actes,plus de temps,deux choses",false,proposer_creneau_long,existant,téléphone,Prévoir 2x durée standard si possible.,deux actes | détartrage + soin | rendez-vous long,,,,,,,,,,,,,
RDV_suivi_vs_controle_1,scenario_principal,RDV patient existant,2,Suivi explicite,rdv_suivi,C’est pour un suivi.,"Très bien, je note un rendez-vous de suivi avec votre praticien habituel.","suivi,contrôle,revue,vérification,comme d'hab",false,orienter_suivi_praticien,existant,téléphone,Utiliser praticien habituel si connu dans dossier.,rendez-vous de suivi | contrôle de suivi | suivi traitement,,,,,,,,,,,,,
RDV_contrainte_horaire_1,scenario_principal,RDV patient,4,Contrainte horaire spécifique,rdv_contrainte,Je ne peux qu’entre midi et deux.,Je cherche un créneau compatible et je vous propose le premier disponible.,"contrainte horaire,midi,12h-14h,déjeuner,pause",false,filtrer_creneaux_contrainte,existant/nouveau,téléphone,Tranche horaire spécifique détectée.,entre midi et deux | 12h-14h | seulement le matin,,,,,,,,,,,,,
RDV_liste_attente_1,scenario_principal,RDV patient,4,Inscription liste d’attente,rdv_liste_attente,Rien ne me convient.,Je peux vous inscrire sur liste d’attente et vous rappeler dès qu’un créneau se libère.,"liste d’attente,rappel,prévenir,libère",false,inscrire_liste_attente,existant/nouveau,téléphone,Système liste d’attente actif.,liste d’attente | rien ne convient | me rappeler,,,,,,,,,,,,,
RDV_avec_document_1,scenario_principal,RDV patient,3,Apporte documents,rdv_avec_docs,J’apporterai mes radios/devis.,"Parfait, je le note au dossier et je vous propose un rendez-vous adapté.","radios,devis,documents,papier,dossier",false,noter_document_et_planifier,existant/nouveau,téléphone,Noter dans `patient_context` pour transmission praticien.,j’apporterai mes radios | j’aurai mes documents | je viens avec mes radios,,,,,,,,,,,,,
RDV_apres_voyage_1,scenario_principal,RDV patient,3,Contrainte voyage,rdv_avant_apres_voyage,Je pars la semaine prochaine.,Je peux vous proposer avant votre départ ou juste à votre retour.,"voyage,départ,retour,vacances,absent",false,proposer_avant_ou_apres,existant/nouveau,téléphone,Date de départ/retour détectée; filtrer créneaux.,je pars la semaine prochaine | avant mon départ | après mon retour,,,,,,,,,,,,,
RDV_urgence_sans_dispo_1,scenario_principal,Urgence patient,3,Agenda plein en urgence,urgence_sans_dispo,C’est urgent mais vous n’avez pas de place.,"Je vous mets en liste d’attente et, si besoin, je vous oriente vers le service de garde.","urgence,pas de disponibilité,plein,complet",false,proposer_attente_ou_garde,existant/nouveau,téléphone,Utiliser `politique_urgences` et `numero_urgence` si config.,urgence sans dispo | pas de place en urgence | agenda plein,,,,,,,,,,,,,
RDV_postop_controle_1,scenario_principal,RDV patient existant,3,Contrôle post-op,rdv_postop,Je souhaite un contrôle après mon extraction/implant.,Je vous propose un créneau court de suivi post-opératoire.,"post-op,contrôle,suivi,après opération,vérifier",false,proposer_suivi_postop,existant,téléphone,Créneau court (15-20 min) dédié post-op.,contrôle après extraction | suivi post-op | contrôle implant,,,,,,,,,,,,,
RDV_langue_pref_1,scenario_principal,RDV patient,3,Préférence de langue,rdv_langue,Je préfère en anglais.,"Très bien, je vous oriente vers un praticien qui parle anglais si disponible.","langue,anglais,espagnol,english,spanish",false,filtrer_par_langue,existant/nouveau,téléphone,Utiliser `langues_disponibles` si config; filtrer praticiens.,préférence anglais | je parle espagnol | praticien bilingue,,,,,,,,,,,,,
RDV_visioconseil_1,scenario_principal,RDV patient,3,Demande de visio,rdv_visio,Peut-on faire en visio ?,Nous réalisons les consultations au cabinet. Je vous propose un contrôle sur place.,"visio,à distance,caméra,zoom,skype",false,expliquer_pas_de_visio_et_proposer,existant/nouveau,téléphone,Adapter si visio proposée dans config; sinon refuser poliment.,consultation visio | rendez-vous à distance | téléconsultation,,,,,,,,,,,,,
RDV_besoin_devis_1,scenario_principal,RDV patient,3,Besoin de devis,rdv_besoin_devis,J’ai besoin d’un devis.,Un devis sera remis après consultation. Je vous propose un rendez-vous de bilan.,"devis,prix,estimation,coût,combien",false,planifier_bilan_pour_devis,existant/nouveau,téléphone,Ne jamais donner tarif au téléphone; devis après consultation.,besoin devis | prix | tarif | estimation,,,,,,,,,,,,,
RDV_patient_habituel_direct,scenario_principal,RDV patient existant,3,Praticien habituel demandé,rdv_praticien_habituel,Je vois d’habitude le Dr Sebban.,"Très bien, je vous propose le premier créneau disponible avec le Dr Sebban.","praticien habituel,docteur,préféré,mon dentiste,celui de toujours",false,filtrer_par_praticien,existant,téléphone,Praticien habituel détecté dans dossier ou mentionné.,mon dentiste habituel | je vois le Dr X | praticien habituel,,,,,,,,,,,,,
RDV_urgence_tri_court,scenario_principal,Urgence patient,2,Triage urgence court,urgence_tri,J’ai très mal / visage gonflé.,"Je vous propose le créneau le plus proche aujourd’hui; sinon, le premier demain. En attendant, évitez la chaleur et surveillez la fièvre.","urgence,douleur,gonflement,mal,enflé",false,proposer_plus_proche,existant/nouveau,téléphone,Urgence détectée; prioriser créneau aujourd’hui/demain.,très mal | visage gonflé | douleur intense | urgence,,,,,,,,,,,,,
RDV_aucun_creneau_aujourd_hui,scenario_principal,RDV patient,4,Pas de dispo jour-même,rdv_pas_dispo_jour,Avez-vous aujourd’hui ?,Nous sommes complets aujourd’hui. Je vous propose le premier créneau de demain et je peux vous ajouter sur liste d’attente.,"aujourd’hui,complet,pas de place,ce jour,maintenant",false,proposer_demain_ou_attente,existant/nouveau,téléphone,Agenda du jour complet; proposer demain + liste attente.,aujourd’hui | pas de place aujourd’hui | complet aujourd’hui,,,,,,,,,,,,,
RDV_apres_18h_refus,scenario_principal,RDV patient,4,Demande après 19h,rdv_apres_18h,Je voudrais après 19h.,Le cabinet ferme à 19h30. Je vous propose le premier créneau de demain en fin d’après-midi.,"après 19h,soir,tard,fin de journée,boulot",false,proposer_alternative_proche,existant/nouveau,téléphone,Utiliser `horaires_ouverture` pour valider limite.,après 19h | en soirée | tard | après 18h,,,,,,,,,,,,,
RDV_contrainte_date_limite,scenario_principal,RDV patient,4,Date limite souhaitée,rdv_avant_date,Avant le 12 novembre si possible.,Je cherche avant le 12/11 et vous propose le premier créneau; sinon le tout premier juste après.,"avant,date limite,au plus tard,maximum,délai",false,filtrer_par_date_limite,existant/nouveau,téléphone,Date limite détectée; filtrer avant, fallback juste après.,avant le 12 | au plus tard le 15 | date limite,,,,,,,,,,,,
RDV_patient_tiers_identite,scenario_principal,RDV pour tiers,1,Collecte identité patient tiers,rdv_tiers_identite,Je prends pour ma mère.,Merci. Pouvez-vous me donner son nom complet et un numéro de téléphone de contact ?," ""tiers",proche,parent,mère,père,"enfant""",false,collecter_identite_patient_tiers,existant/nouveau,téléphone,,,,,,,,,,
ANNUL_politique_24h_1,scenario_principal,Annulation RDV,2,Information politique d’annulation,annulation_politique,"Je dois annuler pour demain, c’est payant ?",Notre politique prévoit une annulation au moins 24 h à l’avance. Souhaitez-vous reporter à une autre date ?,"annulation,politique,24h,frais,payer",false,expliquer_politique_annulation,existant,téléphone,Utiliser `politique_annulation` depuis config si disponible.,politique annulation | annulation payante | 24h annulation,,,,,,,,,,,,,
ANNUL_derniere_minute_1,scenario_principal,Annulation RDV,2,Annulation le jour même,annulation_jour_j,Je ne peux pas venir aujourd’hui.,Je comprends. Je l’annule et vous propose le tout premier créneau disponible.," ""annulation jour même",urgence perso,imprévu,"empêchement""",false,cloturer_et_proposer_report,existant,téléphone,Annulation jour même; mentionner politique si applicable.,annuler aujourd’hui | pas venir aujourd’hui | urgence perso,,,,,,,,,,
REPORT_contrainte_precise_1,scenario_principal,Report RDV,2,Report avec contrainte précise,report_contrainte,Je dois décaler à après 17h.,"D’accord, je vous propose le premier créneau après 17h.","report,contrainte horaire,décaler,changer",false,filtrer_report_contrainte,existant,téléphone,Tranche horaire spécifique pour report détectée.,décaler après 17h | reporter à midi | déplacer en soirée,,,,,,,,,,,,,
REPORT_praticien_change_1,scenario_principal,Report RDV,2,Changer de praticien pour avancer,report_autre_praticien,"Peu importe le dentiste, je veux plus tôt.","Très bien, je regarde tous praticiens et vous propose le plus tôt.","changer praticien,plus tôt,n'importe qui,rapide",false,proposer_report_global,existant,téléphone,Patient accepte changement praticien pour avancer le RDV.,changer praticien | peu importe dentiste | plus tôt possible,,,,,,,,,,,,,
RDV_confirmation_email_1,scenario_principal,RDV patient existant,6,Envoyer confirmation,rdv_confirmation_envoi,Pouvez-vous me confirmer par email ?,Avec plaisir. Je vous envoie la confirmation tout de suite.,"confirmation,email,sms,mail,message",false,envoyer_confirmation,existant,téléphone,Déclencher envoi email/SMS après `save_appointment`.,confirmation email | envoyer par email | confirmation sms,,,,,,,,,,,,,
RDV_retard_politique_1,scenario_principal,RDV patient existant,5,Retard prévu,rdv_retard,Je serai en retard de 20 minutes.,"Pas de souci jusqu’à 20 minutes. Au‑delà, nous devrons reprogrammer.","retard,être en retard,bourre,trafic",false,expliquer_politique_retard,existant,téléphone,Utiliser `politique_retard` depuis config si disponible.,serai en retard | retard 20 minutes | retard prévu,,,,,,,,,,,,,
RDV_multiple_famille_1,scenario_principal,RDV patient,3,Rendez‑vous pour plusieurs personnes,rdv_famille,Nous sommes deux à prendre rendez-vous.,"Très bien, je planifie pour les deux l’un à la suite de l’autre si possible.","deux rendez‑vous,famille,couple,enfants",false,planifier_groupé,existant/nouveau,téléphone,Bloquer 2+ créneaux consécutifs si possible; confirmer identités.,deux rendez-vous | famille | plusieurs personnes,,,,,,,,,,,,,
RDV_changer_type_soin_1,scenario_principal,RDV patient existant,3,Changer type d’acte prévu,rdv_chgt_type,"Ce n’est plus un contrôle, c’est une douleur.",Je note l’urgence et vous propose le créneau le plus proche.,"changer motif,douleur,mal,problème",false,adapter_motif_et_creneau,existant,téléphone,Motif change vers urgence; basculer logique priorisation.,changer motif | plus contrôle | c’est une douleur,,,,,,,,,,,,,
REPORT_liste_attente_pref_1,scenario_principal,Report RDV,2,Liste d’attente avec préférence,report_liste_attente_pref,Appelez-moi si un midi se libère.,Je vous mets sur liste d’attente pour un créneau entre 12h et 14h.,"liste d’attente,préférence,rappeler,dispo",false,enregistrer_pref_attente,existant,téléphone,Sauver fenêtre horaire souhaitée pour rappel si dispo.,liste attente midi | rappeler si midi | préférence midi,,,,,,,,,,,,,
RDV_date_exacte_1,scenario_principal,RDV patient,4,Demande à une date précise,rdv_date_exacte,Avez-vous le 12 novembre ?,Je regarde le 12/11 et vous propose le premier créneau disponible ce jour-là.,"date précise,le 12,tel jour,ce jour là,précisément",false,filtrer_par_date_exacte,existant/nouveau,téléphone,Date explicite détectée (JJ/MM ou JJ mois).,le 12/11 | le 12 novembre | le lundi 12 | avez‑vous le 12 ?,,,,,,,,,,,,,
RDV_fenetre_dates_1,scenario_principal,RDV patient,4,Disponibilité sur une période,rdv_fenetre_dates,Je suis dispo entre le 10 et le 15.,"Très bien, je cherche entre ces deux dates et vous propose le premier créneau.","entre le,du au,période,semaine,intervalle",false,filtrer_par_intervalle_dates,existant/nouveau,téléphone,"Deux dates détectées (""du … au …"" ou ""entre … et …"").",entre le 10 et le 15 | du 10 au 15 | dispo sur cette semaine,,,,,,,,,,,,,
ORTHO_fil_casse_urgence_1,scenario_principal,Urgence orthodontie,2,Fil ou bague cassé,urgence_ortho_fil_casse,Le fil de l’appareil s’est cassé / me blesse.,Je comprends. Je vous propose le premier créneau d’orthodontie pour un contrôle rapide.,"fil cassé,bague décollée,blesse,appareil,pique,coupe",false,proposer_creneau_ortho_rapide,existant/nouveau,téléphone,Service orthodontie actif; créneau court disponible.,fil cassé | fil qui blesse | attache cassée,,,,,,,,,,,,,
ORTHO_bague_decollee_urgence_1,scenario_principal,Urgence orthodontie,2,Bague/attache décollée,urgence_ortho_bague_decollee,Une bague s’est décollée / s’est détachée.,Je comprends. Je vous propose un créneau court pour recoller l’attache au plus vite.,"bague décollée,bracket décollé,attache décollée,appareil,tombée,bouge",false,proposer_creneau_ortho_rapide,existant/nouveau,téléphone,Service orthodontie actif; matériel collage dispo.,bague décollée | bracket tombé | attache qui bouge,,,,,,,,,,,,,
ORTHO_fil_irrite_joue_1,scenario_principal,Urgence orthodontie,2,Fil qui pique ou blesse la joue,urgence_ortho_fil_piquant,"Le fil me pique la joue, ça blesse.",Je vous planifie un passage rapide pour couper ou repositionner le fil.,"fil qui pique,fil blesse,irritation joue,fil dépasse,fait mal,saigne",false,proposer_creneau_ortho_rapide,existant/nouveau,téléphone,Créneau express (5–10 min) disponible.,fil qui dépasse | fil pique la joue | blesse la joue,,,,,,,,,,,,,
ORTHO_aligneur_perdu_urgence_1,scenario_principal,Urgence orthodontie,2,Aligneur perdu,urgence_ortho_aligneur_perdu,J’ai perdu mon aligneur.,Je vous propose un créneau pour évaluer la conduite à tenir (reprise série précédente ou remplacement).," ""aligneur perdu",gouttière perdue,aligneur introuvable,plus,"égaré""",false,proposer_creneau_ortho_rapide,existant/nouveau,téléphone,Système aligneurs suivi au cabinet.,,,,,,,,,,
ORTHO_aligneur_mauvais_ajustement_1,scenario_principal,Urgence orthodontie,2,Aligneur ne s’ajuste pas,urgence_ortho_aligneur_ajustement,Ma gouttière ne s’enclenche plus correctement.,Je vous propose un rendez-vous court pour vérifier l’ajustement et corriger si besoin.,"aligneur n’ajuste pas,gouttière ne rentre pas,aligneur ne s’enclenche pas,tient pas,flotte",false,proposer_creneau_ortho_rapide,existant/nouveau,téléphone,Suivi aligneurs actif; praticien dispo pour contrôle.,aligneur n’entre plus | gouttière ne s’enclenche pas | mauvais ajustement,,,,,,,,,,,,,
ORTHO_contention_cassee_1,scenario_principal,Urgence orthodontie,2,Contention (gouttière) cassée,urgence_ortho_contention_cassee,Ma gouttière de contention est cassée.,Je vous planifie un créneau pour refaire ou réparer la contention.,"contention cassée,contention fêlée,gouttière contention,brisée,morceaux",false,proposer_creneau_ortho_rapide,existant/nouveau,téléphone,Contention gérée au cabinet (réparation/remplacement).,contention cassée | gouttière fendue | gouttière de contention abîmée,,,,,,,,,,,,,
ORTHO_fil_retention_decolle_1,scenario_principal,Urgence orthodontie,2,Fil de rétention décollé,urgence_ortho_fil_retention,Mon fil de rétention s'est décollé.,Je vous propose un passage rapide pour recoller/ajuster le fil.,"fil de rétention décollé,fil lingual décollé,contention fixe,barre,derrière",false,proposer_creneau_ortho_rapide,existant/nouveau,téléphone,Contention fixe gérée en interne.,fil lingual décollé | fil de contention décollé | fil de rétention décollé,,,,,,,,,,,,,
CONFIRMATION_presence_1,scenario_transversal,Confirmation presence,,Patient confirme sa présence après silence ou relance,confirmation_presence,"Oui je suis là, pardon j'étais distrait.",[NE PAS RÉPONDRE À CE SCÉNARIO - CONTINUER LA CONVERSATION PRÉCÉDENTE],"oui,là,écoute,pardon,distrait,désolé,toujours,je suis là,j'écoute,vous écoute,attends,toujours là,bien là,présent,présente,excusez",false,continuer_conversation,,Confirmation simple de présence - ne pas changer de scénario,,inconnu,téléphone,Patient répond après un prompt de relance ou silence,oui je suis là | je vous écoute | pardon j'étais occupé | oui oui | toujours là | je suis toujours là | excusez-moi | oui bien sûr | oui pardon,,,,,,,,,,
RDV_motif_existant,scenario_principal,RDV patient existant,2,Patient existant donne son motif de consultation,prise_rdv,Je voudrais un détartrage.,"C'est noté. Je vous propose le premier créneau disponible avec votre praticien habituel. IMPORTANT: Proposer UN SEUL créneau, jamais une liste.","détartrage,contrôle,carie,couronne,soin,voudrais,pour un,c'est pour,blanchiment,extraction,implant,prothèse",false,proposer_creneaux_praticien_habituel,,"Patient existant donne son motif - PROPOSER UN SEUL CRÉNEAU (pas de liste). Exemple: 'Lundi 19 janvier à 8h30, ça vous convient?'","Ouverture_appel_A,RDV_patient_existant_1A",existant,téléphone,Orienter vers praticien habituel,je voudrais un détartrage | c'est pour un contrôle | j'ai besoin d'un détartrage | pour un détartrage | je viens pour un contrôle | je voudrais faire un détartrage,,,,,,,,,,
